idno,filename,corpus,genre,sender,receiver,date,year,month,sender_norm,receiver_norm,tokens
uj0163,0167_060142.xml,letters-leipzig,Brief,"Bierwisch, Manfred","Johnson, Uwe",1959-03-31,1959,3,BierwischManfred,JohnsonUwe,133
uj0164,0165_060140.xml,letters-leipzig,Brief,"Johnson, Uwe","Baumgärtner, Klaus",1959-03-21,1959,3,JohnsonUwe,BaumgärtnerKlaus,1149
uj0165,0187_060157.xml,letters-leipzig,Brief,"Baumgärtner, Klaus","Johnson, Uwe",1959-10-08,1959,10,BaumgärtnerKlaus,JohnsonUwe,97
uj0166,0161_060136.xml,letters-leipzig,Brief,"Baumgärtner, Klaus + Baumgärtner, Sabine","Johnson, Uwe",1959-02-17,1959,2,BaumgärtnerKlaus+BaumgärtnerSabine,JohnsonUwe,755
uj0167,0170_060149.xml,letters-leipzig,Brief,"Bierwisch, Manfred","Johnson, Uwe",1959-04-09,1959,4,BierwischManfred,JohnsonUwe,446
uj0168,0183_060154.xml,letters-leipzig,Brief + Postkarte,"Baumgärtner, Klaus","Johnson, Uwe",1959-08-22,1959,8,BaumgärtnerKlaus,JohnsonUwe,73
uj0169,0157_060133.xml,letters-leipzig,Brief,"Baumgärtner, Klaus + Baumgärtner, Sabine","Johnson, Uwe",1959-02-05,1959,2,BaumgärtnerKlaus+BaumgärtnerSabine,JohnsonUwe,30
uj0170,0179_060153.xml,letters-leipzig,Brief,"Baumgärtner, Klaus","Johnson, Uwe",1959,1959,,BaumgärtnerKlaus,JohnsonUwe,420
uj0171,0154_s000004.xml,letters-leipzig,Brief,"Johnson, Uwe","Baumgärtner, Klaus",1959-01-27,1959,1,JohnsonUwe,BaumgärtnerKlaus,338
uj0172,0192_060160.xml,letters-leipzig,Dokument,"Johnson, Uwe + Baumgärtner, Klaus",,1959-12-27,1959,12,JohnsonUwe+BaumgärtnerKlaus,,213
uj0173,0180_000006.xml,letters-leipzig,Brief,"Johnson, Uwe","Klemm, Eberhardt",1959-06-13,1959,6,JohnsonUwe,KlemmEberhardt,182
uj0174,0156_060132.xml,letters-leipzig,Brief,"Baumgärtner, Klaus + Baumgärtner, Sabine","Johnson, Uwe",1959-02-04,1959,2,BaumgärtnerKlaus+BaumgärtnerSabine,JohnsonUwe,61
uj0175,0158_000000.xml,letters-leipzig,Brief,"Johnson, Uwe","Baumgärtner, Klaus + Baumgärtner, Sabine",1959-02-15,1959,2,JohnsonUwe,BaumgärtnerKlaus+BaumgärtnerSabine,0
uj0176,0182_000056.xml,letters-leipzig,Brief + Telegramm + Postkarte,"Johnson, Uwe + Schmidt, Elisabeth","Klemm, Eberhardt",1959-06-30,1959,6,JohnsonUwe+SchmidtElisabeth,KlemmEberhardt,47
uj0177,0162_060137.xml,letters-leipzig,Brief,"Baumgärtner, Klaus","Johnson, Uwe",1959-02-20,1959,2,BaumgärtnerKlaus,JohnsonUwe,487
uj0178,0168_060145.xml,letters-leipzig,Brief,"Baumgärtner, Klaus + Baumgärtner, Sabine","Johnson, Uwe",1959-04-01,1959,4,BaumgärtnerKlaus+BaumgärtnerSabine,JohnsonUwe,289
uj0179,0186_060156.xml,letters-leipzig,Brief,"Schmidt, Elisabeth","Johnson, Uwe",1959-10-08,1959,10,SchmidtElisabeth,JohnsonUwe,27
uj0180,0178_060152.xml,letters-leipzig,Brief + Telegramm,"Bierwisch, Manfred + Baumgärtner, Klaus","Johnson, Uwe",1959-04-29,1959,4,BierwischManfred+BaumgärtnerKlaus,JohnsonUwe,13
uj0181,0151_060127.xml,letters-leipzig,Brief,"Baumgärtner, Klaus + Baumann, Sabine","Johnson, Uwe",1959-01-12,1959,1,BaumgärtnerKlaus+BaumannSabine,JohnsonUwe,381
uj0182,0164_060139.xml,letters-leipzig,Brief,"Baumgärtner, Klaus","Johnson, Uwe",1959-03-17,1959,3,BaumgärtnerKlaus,JohnsonUwe,130
uj0183,0172_060146.xml,letters-leipzig,Brief,"Baumgärtner, Klaus","Johnson, Uwe",1959-04-10,1959,4,BaumgärtnerKlaus,JohnsonUwe,48
uj0184,0173_060150.xml,letters-leipzig,Brief,"Baumgärtner, Klaus","Johnson, Uwe",1959-04-16,1959,4,BaumgärtnerKlaus,JohnsonUwe,248
uj0185,0185_060156.xml,letters-leipzig,Brief,"Schmidt, Elisabeth","Johnson, Uwe",1959-10-08,1959,10,SchmidtElisabeth,JohnsonUwe,22
uj0186,0153_060129.xml,letters-leipzig,Brief,"Bierwisch, Manfred","Johnson, Uwe",1959-01-26,1959,1,BierwischManfred,JohnsonUwe,709
uj0187,0189_000000.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1959-10-25,1959,10,JohnsonUwe,BierwischManfred,0
uj0188,0159_060135.xml,letters-leipzig,Brief,"Bierwisch, Manfred","Johnson, Uwe",1959-02-15,1959,2,BierwischManfred,JohnsonUwe,367
uj0189,0181_000007.xml,letters-leipzig,Postkarte,"Johnson, Uwe","Klemm, Eberhardt",1959-06-26,1959,6,JohnsonUwe,KlemmEberhardt,161
uj0190,0149_060126.xml,letters-leipzig,Brief,"Baumgärtner, Klaus","Johnson, Uwe",1959-01-08,1959,1,BaumgärtnerKlaus,JohnsonUwe,110
uj0191,0193_060161.xml,letters-leipzig,Brief,"Johnson, Uwe","Baumgärtner, Klaus",1959-12-28,1959,12,JohnsonUwe,BaumgärtnerKlaus,478
uj0192,0174_000000.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1959-04-18,1959,4,JohnsonUwe,BierwischManfred,0
uj0193,0166_060141.xml,letters-leipzig,Brief,"Menzhausen, Joachim","Johnson, Uwe",1959-03-24,1959,3,MenzhausenJoachim,JohnsonUwe,225
uj0194,0171_060147.xml,letters-leipzig,Brief,"Baumgärtner, Klaus","Johnson, Uwe",1959-04-10,1959,4,BaumgärtnerKlaus,JohnsonUwe,818
uj0195,0175_060148.xml,letters-leipzig,Brief,"Bierwisch, Manfred","Johnson, Uwe",1959-04-18,1959,4,BierwischManfred,JohnsonUwe,333
uj0196,0190_060159.xml,letters-leipzig,Brief + Postkarte,"Bierwisch, Manfred","Johnson, Uwe",1959-10-25,1959,10,BierwischManfred,JohnsonUwe,78
uj0197,0184_060155.xml,letters-leipzig,Brief,"Baumgärtner, Klaus","Johnson, Uwe",1959-09-19,1959,9,BaumgärtnerKlaus,JohnsonUwe,1232
uj0198,0169_000000.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1959-04-09,1959,4,JohnsonUwe,BierwischManfred,0
uj0199,0188_060158.xml,letters-leipzig,Brief,"Bierwisch, Manfred + Baumgärtner, Klaus","Johnson, Uwe",1959-10-14,1959,10,BierwischManfred+BaumgärtnerKlaus,JohnsonUwe,358
uj0200,0152_000000.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1959-01-26,1959,1,JohnsonUwe,BierwischManfred,0
uj0201,0613_101058.xml,letters-leipzig,Brief,"Johnson, Uwe","Klemm, Erika",1968-03-20,1968,3,JohnsonUwe,KlemmErika,349
uj0202,0640_s000205.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1968-12-04,1968,12,JohnsonUwe,BierwischManfred,604
uj0203,0625_101071.xml,letters-leipzig,Brief + Telegramm,"Bierwisch, Manfred","Johnson, Uwe",1968-08-27,1968,8,BierwischManfred,JohnsonUwe,13
uj0204,0642_101092.xml,letters-leipzig,Brief,"Doherty, Monika","Johnson, Uwe",1968-12-12,1968,12,DohertyMonika,JohnsonUwe,254
uj0205,0615_s000191.xml,letters-leipzig,Brief + Postkarte,"Johnson, Uwe","Bierwisch, Manfred",1968-04-15,1968,4,JohnsonUwe,BierwischManfred,37
uj0206,0612a_000000.xml,letters-leipzig,Brief,"Johnson, Uwe","Klemm, Erika",1968-04-10,1968,4,JohnsonUwe,KlemmErika,0
uj0207,0623_s000194.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1968-08-05,1968,8,JohnsonUwe,BierwischManfred,775
uj0208,0632_s00199.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1968-10-19,1968,10,JohnsonUwe,BierwischManfred,327
uj0209,0614_101059.xml,letters-leipzig,Brief,"Klemm, Erika","Johnson, Uwe",1968-04-03,1968,4,KlemmErika,JohnsonUwe,91
uj0210,0624_s000195.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1968-08-07,1968,8,JohnsonUwe,BierwischManfred,84
uj0211,0633_s000200.xml,letters-leipzig,Brief + Umschlag,"Johnson, Uwe","Bierwisch, Manfred",1968-10-21,1968,10,JohnsonUwe,BierwischManfred,207
uj0212,0612_101057.xml,letters-leipzig,Brief + Postkarte,"Klemm, Eberhardt","Johnson, Uwe",1968-04-08,1968,4,KlemmEberhardt,JohnsonUwe,26
uj0213,0621a_000000.xml,letters-leipzig,Brief,"Klemm, Erika","Johnson, Uwe + anonymous1",1968-07-31,1968,7,KlemmErika,JohnsonUwe+anonymous1,0
uj0214,0636_101083.xml,letters-leipzig,Brief + Telegramm,"Bierwisch, Manfred","Johnson, Uwe",1968-11-07,1968,11,BierwischManfred,JohnsonUwe,20
uj0215,0625a_101071.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1968-08-28,1968,8,JohnsonUwe,BierwischManfred,2
uj0216,0619_101065.xml,letters-leipzig,Brief,"Klemm, Ine","Johnson, Uwe",1968-07-24,1968,7,KlemmIne,JohnsonUwe,143
uj0217,0627_101072.xml,letters-leipzig,Brief,"Bierwisch, Manfred","Johnson, Uwe",1968-09-06,1968,9,BierwischManfred,JohnsonUwe,798
uj0218,0641_101089.xml,letters-leipzig,Brief,"Baumgärtner, Sabine","Johnson, Uwe",1968-12-12,1968,12,BaumgärtnerSabine,JohnsonUwe,54
uj0219,0639_101087.xml,letters-leipzig,Brief,"Bierwisch, Manfred","Johnson, Uwe",1968-11-30,1968,11,BierwischManfred,JohnsonUwe,673
uj0220,0620_101066.xml,letters-leipzig,Brief,"Klemm, Erika","Johnson, Uwe",1968-07,1968,7,KlemmErika,JohnsonUwe,82
uj0221,0616_s000192.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1968-04-25,1968,4,JohnsonUwe,BierwischManfred,208
uj0222,0621_101068.xml,letters-leipzig,Brief,"Bierwisch, Manfred","Johnson, Uwe",1968-07-27,1968,7,BierwischManfred,JohnsonUwe,1363
uj0223,0631_101076.xml,letters-leipzig,Brief,"Bierwisch, Manfred","Johnson, Uwe",1968-10-15,1968,10,BierwischManfred,JohnsonUwe,548
uj0224,0645_s000206.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1968-12-24,1968,12,JohnsonUwe,BierwischManfred,214
uj0225,0629_s000197.xml,letters-leipzig,Brief + Umschlag,"Johnson, Uwe","Bierwisch, Manfred",1968-09-26,1968,9,JohnsonUwe,BierwischManfred,461
uj0226,0644_101094.xml,letters-leipzig,Brief,"Johnson, Uwe","Doherty, Monika",1968-12-24,1968,12,JohnsonUwe,DohertyMonika,245
uj0227,0630_s000198.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1968-10-09,1968,10,JohnsonUwe,BierwischManfred,705
uj0228,0634_s000201.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1968-10-23,1968,10,JohnsonUwe,BierwischManfred,341
uj0229,0628_101073.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1968-09-22,1968,9,JohnsonUwe,BierwischManfred,427
uj0230,0622_101069.xml,letters-leipzig,Brief,"Johnson, Uwe","Klemm, Ine",1968-07-31,1968,7,JohnsonUwe,KlemmIne,345
uj0231,0635_s000202.xml,letters-leipzig,Brief + Umschlag,"Johnson, Uwe","Bierwisch, Manfred",1968-10-26,1968,10,JohnsonUwe,BierwischManfred,857
uj0232,0610_s000183.xml,letters-leipzig,Brief + Postkarte,"Johnson, Uwe + anonymous1","Bierwisch, Manfred",1968-02-23,1968,2,JohnsonUwe+anonymous1,BierwischManfred,43
uj0233,0638_s000204.xml,letters-leipzig,Brief + Umschlag,"Johnson, Uwe","Bierwisch, Manfred",1968-11-24,1968,11,JohnsonUwe,BierwischManfred,288
uj0234,0617_s000193.xml,letters-leipzig,Brief + Postkarte,"Johnson, Uwe","Bierwisch, Manfred",1968-05-01,1968,5,JohnsonUwe,BierwischManfred,38
uj0235,0618_101062.xml,letters-leipzig,Brief,"Johnson, Uwe","Klemm, Ine",1968-07-12,1968,7,JohnsonUwe,KlemmIne,352
uj0236,0626_s000196.xml,letters-leipzig,Brief + Postkarte,"Johnson, Uwe","Bierwisch, Manfred",1968-09-04,1968,9,JohnsonUwe,BierwischManfred,49
uj0237,0643_101093.xml,letters-leipzig,Brief,"Bierwisch, Manfred","Johnson, Uwe",1968-12-18,1968,12,BierwischManfred,JohnsonUwe,755
uj0238,0611_101056.xml,letters-leipzig,Brief,"Klemm, Erika","Johnson, Uwe",1968-03-19,1968,3,KlemmErika,JohnsonUwe,58
uj0239,0822_101483.xml,letters-leipzig,Brief,"Klemm, Eberhardt","Johnson, Uwe",1972-05-07,1972,5,KlemmEberhardt,JohnsonUwe,348
uj0240,0825_101486.xml,letters-leipzig,Brief,"Johnson, Uwe","Zeibig, Brigitte",1972-05-13,1972,5,JohnsonUwe,ZeibigBrigitte,157
uj0241,0850a_000033.xml,letters-leipzig,Postkarte,"Johnson, Uwe","Klemm, Eberhardt + Klemm, Erika",1972-11-16,1972,11,JohnsonUwe,KlemmEberhardt+KlemmErika,61
uj0242,0849_000032.xml,letters-leipzig,Brief,"Johnson, Uwe","Klemm, Eberhardt",1972-11-09,1972,11,JohnsonUwe,KlemmEberhardt,163
uj0243,0850_101511.xml,letters-leipzig,Brief,"Klemm, Eberhardt","Johnson, Uwe + anonymous1",1972-11-15,1972,11,KlemmEberhardt,JohnsonUwe+anonymous1,337
uj0244,0839_101499.xml,letters-leipzig,Brief,"Baumgärtner, Klaus","Johnson, Uwe",1972-10-03,1972,10,BaumgärtnerKlaus,JohnsonUwe,378
uj0245,0828_101489.xml,letters-leipzig,Brief + Postkarte,"Zeibig, Brigitte","Johnson, Uwe",1972-05-29,1972,5,ZeibigBrigitte,JohnsonUwe,90
uj0246,0832_000031.xml,letters-leipzig,Brief,"Johnson, Uwe","Klemm, Eberhardt",1972-07-19,1972,7,JohnsonUwe,KlemmEberhardt,518
uj0247,0821_101482.xml,letters-leipzig,Brief,"Bierwisch, Manfred","Johnson, Uwe",1972-05-06,1972,5,BierwischManfred,JohnsonUwe,791
uj0248,0829_s000082.xml,letters-leipzig,Brief,"Johnson, Uwe","Baumgärtner, Klaus + Baumgärtner, Sabine",1972-06-04,1972,6,JohnsonUwe,BaumgärtnerKlaus+BaumgärtnerSabine,361
uj0249,0854_s000243.xml,letters-leipzig,Brief + Postkarte,"Johnson, Uwe","Bierwisch, Manfred",1972-12-09,1972,12,JohnsonUwe,BierwischManfred,35
uj0250,0826_s000242.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1972-05-13,1972,5,JohnsonUwe,BierwischManfred,133
uj0251,0852_s000090.xml,letters-leipzig,Brief,"Johnson, Uwe","Baumgärtner, Klaus + Baumgärtner, Sabine",1972-12-01,1972,12,JohnsonUwe,BaumgärtnerKlaus+BaumgärtnerSabine,2563
uj0252,0842_101502.xml,letters-leipzig,Brief,"Johnson, Uwe","Klemm, Erika",1972-10-18,1972,10,JohnsonUwe,KlemmErika,338
uj0253,0819_101480.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1972-04-12,1972,4,JohnsonUwe,BierwischManfred,46
uj0254,0846_101506.xml,letters-leipzig,Brief,"Baumgärtner, Klaus","Johnson, Uwe",1972-10-23,1972,10,BaumgärtnerKlaus,JohnsonUwe,186
uj0255,0845_s000088.xml,letters-leipzig,Brief,"Johnson, Uwe","Baumgärtner, Klaus + Baumgärtner, Sabine",1972-10-19,1972,10,JohnsonUwe,BaumgärtnerKlaus+BaumgärtnerSabine,385
uj0256,0823_101484.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1972-05-10,1972,5,JohnsonUwe,BierwischManfred,459
uj0257,0840_101500.xml,letters-leipzig,Brief + Postkarte,"Baumgärtner, Klaus","Johnson, Uwe",1972-10-04,1972,10,BaumgärtnerKlaus,JohnsonUwe,68
uj0258,0834_s000083.xml,letters-leipzig,Brief,"Johnson, Uwe","Baumgärtner, Klaus + Baumgärtner, Sabine",1972-08-21,1972,8,JohnsonUwe,BaumgärtnerKlaus+BaumgärtnerSabine,546
uj0259,0834a_256721.xml,letters-leipzig,Brief + Postkarte,"Klemm, Erika + Klemm, Eberhard","Johnson, Uwe + anonymous1",1972-08-21,1972,8,KlemmErika+KlemmEberhard,JohnsonUwe+anonymous1,71
uj0260,0831_101492.xml,letters-leipzig,Brief,"Klemm, Eberhardt","Johnson, Uwe",1972-07-15,1972,7,KlemmEberhardt,JohnsonUwe,143
uj0261,0844_101504.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1972-10-19,1972,10,JohnsonUwe,BierwischManfred,147
uj0262,0857_101517.xml,letters-leipzig,Brief + Postkarte,"Klemm, Erika","Johnson, Uwe",1972-12-29,1972,12,KlemmErika,JohnsonUwe,5
uj0263,0818_101479.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1972-04-08,1972,4,JohnsonUwe,BierwischManfred,95
uj0264,0827_s000081.xml,letters-leipzig,Brief,"Johnson, Uwe","Baumgärtner, Klaus + Baumgärtner, Sabine",1972-05-27,1972,5,JohnsonUwe,BaumgärtnerKlaus+BaumgärtnerSabine,1091
uj0265,0843_101503.xml,letters-leipzig,Brief,"Johnson, Uwe","Klemm, Eberhardt + Klemm, Erika",1972-10-19,1972,10,JohnsonUwe,KlemmEberhardt+KlemmErika,140
uj0266,0848_s000089.xml,letters-leipzig,Brief,"Johnson, Uwe","Baumgärtner, Klaus",1972-11-09,1972,11,JohnsonUwe,BaumgärtnerKlaus,289
uj0267,0820_101481.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1972-05-04,1972,5,JohnsonUwe,BierwischManfred,130
uj0268,857a_000055.xml,letters-leipzig,Brief,"Klemm, Eberhardt","Johnson, Uwe",1972,1972,,KlemmEberhardt,JohnsonUwe,82
uj0269,0847_101507.xml,letters-leipzig,Brief,"Klemm, Eberhardt","Johnson, Uwe",1972-11-04,1972,11,KlemmEberhardt,JohnsonUwe,26
uj0270,0830_101491.xml,letters-leipzig,Brief,"Johnson, Uwe","Klemm, Eberhardt",1972-07-02,1972,7,JohnsonUwe,KlemmEberhardt,53
uj0271,0841_s000087.xml,letters-leipzig,Brief,"Johnson, Uwe","Baumgärtner, Klaus + Baumgärtner, Sabine",1972-10-05,1972,10,JohnsonUwe,BaumgärtnerKlaus+BaumgärtnerSabine,452
uj0272,0837_s000086.xml,letters-leipzig,Brief,"Johnson, Uwe","Baumgärtner, Klaus + Baumgärtner, Sabine",1972-09-17,1972,9,JohnsonUwe,BaumgärtnerKlaus+BaumgärtnerSabine,3471
uj0273,0856_s000093.xml,letters-leipzig,Brief,"Johnson, Uwe","Baumgärtner, Klaus + Baumgärtner, Sabine",1972-12-13,1972,12,JohnsonUwe,BaumgärtnerKlaus+BaumgärtnerSabine,362
uj0274,0824_000030.xml,letters-leipzig,Brief,"Johnson, Uwe","Klemm, Eberhardt",1972-05-10,1972,5,JohnsonUwe,KlemmEberhardt,292
uj0275,0835_101495.xml,letters-leipzig,Brief + Postkarte,"Baumgärtner, Klaus + Baumgärtner, Sabine","Johnson, Uwe + anonymous1",1972-09-09,1972,9,BaumgärtnerKlaus+BaumgärtnerSabine,JohnsonUwe+anonymous1,43
uj0276,0836_s000085.xml,letters-leipzig,Brief,"Johnson, Uwe","Baumgärtner, Klaus + Baumgärtner, Sabine",1972-09-14,1972,9,JohnsonUwe,BaumgärtnerKlaus+BaumgärtnerSabine,554
uj0277,0817_101477.xml,letters-leipzig,Brief,"Baumgärtner, Klaus + Baumgärtner, Sabine","Johnson, Uwe",0000-00-00,0,0,BaumgärtnerKlaus+BaumgärtnerSabine,JohnsonUwe,295
uj0278,0838_101498.xml,letters-leipzig,Brief,"Johnson, Uwe","Baumgärtner, Klaus + Baumgärtner, Sabine",1972-09-20,1972,9,JohnsonUwe,BaumgärtnerKlaus+BaumgärtnerSabine,109
uj0279,0851_s000092.xml,letters-leipzig,Brief,"Johnson, Uwe","Baumgärtner, Klaus + Baumgärtner, Sabine",1972-11-28,1972,11,JohnsonUwe,BaumgärtnerKlaus+BaumgärtnerSabine,7196
uj0280,0833_101494.xml,letters-leipzig,Brief + Postkarte,"Baumgärtner, Klaus + Baumgärtner, Sabine","Johnson, Uwe",1972-08-15,1972,8,BaumgärtnerKlaus+BaumgärtnerSabine,JohnsonUwe,109
uj0281,0853_101514.xml,letters-leipzig,Brief,"Baumgärtner, Klaus","Johnson, Uwe",1972-12-03,1972,12,BaumgärtnerKlaus,JohnsonUwe,393
uj0282,0855_s000091.xml,letters-leipzig,Brief,"Johnson, Uwe","Baumgärtner, Klaus + Baumgärtner, Sabine",1972-12-12,1972,12,JohnsonUwe,BaumgärtnerKlaus+BaumgärtnerSabine,2467
uj0283,0562_101013.xml,letters-leipzig,Brief,"Klemm, Eberhardt","Johnson, Uwe + anonymous1",1966-09-02,1966,9,KlemmEberhardt,JohnsonUwe+anonymous1,592
uj0284,0568_101020.xml,letters-leipzig,Brief + Postkarte,"Baumgärtner, Klaus + Baumgärtner, Sabine","Johnson, Uwe + anonymous1",1966-09-30,1966,9,BaumgärtnerKlaus+BaumgärtnerSabine,JohnsonUwe+anonymous1,21
uj0285,0526_100962.xml,letters-leipzig,Brief + Telegramm,"Bierwisch, Manfred","Johnson, Uwe",1966-01-04,1966,1,BierwischManfred,JohnsonUwe,9
uj0286,0538b_100979.xml,letters-leipzig,Brief,"Johnson, Uwe + Bierwisch, Manfred + Klemm, Erika","Johnson, Uwe + Bierwisch, Manfred + Klemm, Erika",1966-03-14,1966,3,JohnsonUwe+BierwischManfred+KlemmErika,JohnsonUwe+BierwischManfred+KlemmErika,31
uj0287,0570_101023.xml,letters-leipzig,Brief,"Johnson, Uwe","Klemm, Erika",1966-10-10,1966,10,JohnsonUwe,KlemmErika,432
uj0288,0563_000025.xml,letters-leipzig,Brief,"Johnson, Uwe","Klemm, Eberhardt",1966-09-09,1966,9,JohnsonUwe,KlemmEberhardt,477
uj0289,0525b_000000.xml,letters-leipzig,Brief + Telegramm,"Johnson, Uwe","Bierwisch, Manfred",1966-01-03,1966,1,JohnsonUwe,BierwischManfred,7
uj0290,0555_s000167.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1966-07-01,1966,7,JohnsonUwe,BierwischManfred,1181
uj0291,0573_s000178.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1966-11-09,1966,11,JohnsonUwe,BierwischManfred,48
uj0292,0565_101018.xml,letters-leipzig,Brief + Postkarte,"Bierwisch, Manfred + Zeibig, Brigitte + Richter, Sonja","Johnson, Uwe + anonymous1",1966-09-16,1966,9,BierwischManfred+ZeibigBrigitte+RichterSonja,JohnsonUwe+anonymous1,107
uj0293,0533_100972.xml,letters-leipzig,Brief,"Bierwisch, Manfred","Johnson, Uwe",1966-02-03,1966,2,BierwischManfred,JohnsonUwe,529
uj0294,0572_101025.xml,letters-leipzig,Brief,"Klemm, Eberhardt + Klemm, Erika","Johnson, Uwe",1966-11-05,1966,11,KlemmEberhardt+KlemmErika,JohnsonUwe,143
uj0295,0546_100995.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1966-04-17,1966,4,JohnsonUwe,BierwischManfred,461
uj0296,0538_100971.xml,letters-leipzig,Brief,"Bierwisch, Manfred","Johnson, Uwe",1966-03-02,1966,3,BierwischManfred,JohnsonUwe,459
uj0297,0543_100992.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1966-04-13,1966,4,JohnsonUwe,BierwischManfred,460
uj0298,0559_s000169.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1966-08-08,1966,8,JohnsonUwe,BierwischManfred,436
uj0299,0540_s000164.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1966-04-01,1966,4,JohnsonUwe,BierwischManfred,369
uj0300,0561_s000170.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1966-08-19,1966,8,JohnsonUwe,BierwischManfred,800
uj0301,0564_s000172.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1966-09-16,1966,9,JohnsonUwe,BierwischManfred,320
uj0302,0582_101034.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1966-11-29,1966,11,JohnsonUwe,BierwischManfred,560
uj0303,0579_101032.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1966-11-19,1966,11,JohnsonUwe,BierwischManfred,532
uj0304,0544_100993.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1966-04-14,1966,4,JohnsonUwe,BierwischManfred,120
uj0305,0560_101011.xml,letters-leipzig,Brief,"Bierwisch, Manfred","Johnson, Uwe",1966-08-12,1966,8,BierwischManfred,JohnsonUwe,879
uj0306,0532_100970.xml,letters-leipzig,Brief,"Klemm, Eberhardt","Johnson, Uwe",1966-02-01,1966,2,KlemmEberhardt,JohnsonUwe,986
uj0307,0550_s000064.xml,letters-leipzig,Brief,"Johnson, Uwe","Baumgärtner, Klaus + Baumgärtner, Sabine",1966-05-20,1966,5,JohnsonUwe,BaumgärtnerKlaus+BaumgärtnerSabine,0
uj0308,0571_101024.xml,letters-leipzig,Brief,"Klemm, Eberhardt","Johnson, Uwe",1966-10-31,1966,10,KlemmEberhardt,JohnsonUwe,422
uj0309,0629_000000.xml,letters-leipzig,Brief,"Johnson, Uwe + anonymous1","Klemm, Eberhardt",1966-09-02,1966,9,JohnsonUwe+anonymous1,KlemmEberhardt,0
uj0310,0547_100996.xml,letters-leipzig,Brief + Postkarte,"Menzhausen, Joachim","Johnson, Uwe",1966-04-19,1966,4,MenzhausenJoachim,JohnsonUwe,64
uj0311,0542_100991.xml,letters-leipzig,Brief,"Bierwisch, Manfred","Johnson, Uwe",1966-04-07,1966,4,BierwischManfred,JohnsonUwe,529
uj0312,0551_101003.xml,letters-leipzig,Brief + Telegramm,"Klemm, Eberhardt","Johnson, Uwe",1966-06-10,1966,6,KlemmEberhardt,JohnsonUwe,8
uj0313,0545_100994.xml,letters-leipzig,Brief,"Klemm, Erika","Johnson, Uwe",1966-04-16,1966,4,KlemmErika,JohnsonUwe,35
uj0314,0537_100976.xml,letters-leipzig,Brief,"Klemm, Eberhardt","Johnson, Uwe",1966-02-28,1966,2,KlemmEberhardt,JohnsonUwe,301
uj0315,0538aa_000000.xml,letters-leipzig,Brief,"Johnson, Uwe","Klemm, Erika",1966-03-04,1966,3,JohnsonUwe,KlemmErika,0
uj0316,0538a_100977.xml,letters-leipzig,Brief,"Klemm, Erika","Johnson, Uwe",1966-03-04,1966,3,KlemmErika,JohnsonUwe,5
uj0317,0538c_100981.xml,letters-leipzig,Brief,"Johnson, Uwe","Menzhausen, Joachim",1966-03-14,1966,3,JohnsonUwe,MenzhausenJoachim,77
uj0318,0567_101019.xml,letters-leipzig,Brief,"Bierwisch, Manfred","Johnson, Uwe",1966-09-28,1966,9,BierwischManfred,JohnsonUwe,910
