idno,filename,corpus,genre,sender,receiver,date,year,month,sender_norm,receiver_norm,tokens
uj0982,0695_101140.xml,letters-leipzig,Brief,"Doherty, Monika","Johnson, Uwe",1969-08-16,1969,8,DohertyMonika,JohnsonUwe,385
uj0983,0678_s000221.xml,letters-leipzig,Brief + Telegramm,"Johnson, Uwe","Bierwisch, Manfred",1969-07-11,1969,7,JohnsonUwe,BierwischManfred,22
uj0984,0723_101166.xml,letters-leipzig,Brief,"Baumgärtner, Sabine","Johnson, Uwe",1969-11-25,1969,11,BaumgärtnerSabine,JohnsonUwe,96
uj0985,0677_s000219.xml,letters-leipzig,Brief + Photographie + Umschlag,"Johnson, Uwe","Bierwisch, Manfred",1969-07-08,1969,7,JohnsonUwe,BierwischManfred,147
uj0986,0712_s000233.xml,letters-leipzig,Brief + Telegramm,"Johnson, Uwe","Bierwisch, Manfred",1969-11-05,1969,11,JohnsonUwe,BierwischManfred,11
uj0987,0726_s000236.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1969-12-07,1969,12,JohnsonUwe,BierwischManfred,195
uj0988,0685_101133.xml,letters-leipzig,Brief,"Bierwisch, Manfred","Johnson, Uwe",1969-07-26,1969,7,BierwischManfred,JohnsonUwe,43
uj0989,0731_101174.xml,letters-leipzig,Brief,"Doherty, Monika","Johnson, Uwe",1969-12-26,1969,12,DohertyMonika,JohnsonUwe,349
uj0990,0704_101149.xml,letters-leipzig,Brief + Postkarte,"Baumgärtner, Sabine + Baumgärtner, Klaus","Johnson, Uwe + anonymous1",1969-09-22,1969,9,BaumgärtnerSabine+BaumgärtnerKlaus,JohnsonUwe+anonymous1,93
uj0991,0699_101144.xml,letters-leipzig,Brief,"Baumgärtner, Sabine","Johnson, Uwe",1969-08-29,1969,8,BaumgärtnerSabine,JohnsonUwe,666
uj0992,0702_257368.xml,letters-leipzig,Brief,"Baumgärtner, Klaus","Johnson, Uwe",1969-09-13,1969,9,BaumgärtnerKlaus,JohnsonUwe,111
uj0993,0728_101171.xml,letters-leipzig,Brief,"Baumgärtner, Klaus","Johnson, Uwe",1969-12-11,1969,12,BaumgärtnerKlaus,JohnsonUwe,576
uj0994,0770_000000.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1969-09-07,1969,9,JohnsonUwe,BierwischManfred,0
uj0995,0709_s000231.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1969-10-17,1969,10,JohnsonUwe,BierwischManfred,123
uj0996,0725_101168.xml,letters-leipzig,Brief,"Bierwisch, Manfred","Johnson, Uwe",1969-11-27,1969,11,BierwischManfred,JohnsonUwe,569
uj0997,0700_s000230.xml,letters-leipzig,Brief + Umschlag,"Johnson, Uwe","Bierwisch, Manfred",1969-08-30,1969,8,JohnsonUwe,BierwischManfred,339
uj0998,0711_101156.xml,letters-leipzig,Brief,"Bierwisch, Manfred","Johnson, Uwe",1969-11-05,1969,11,BierwischManfred,JohnsonUwe,697
uj0999,0664_101112.xml,letters-leipzig,Brief,"Johnson, Uwe","Zeibig, Brigitte",1969-05-02,1969,5,JohnsonUwe,ZeibigBrigitte,168
uj1000,0657_101105.xml,letters-leipzig,Brief,"Johnson, Uwe","Doherty, Monika",1969-03-01,1969,3,JohnsonUwe,DohertyMonika,82
uj1001,0691_101136.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1969-08-06,1969,8,JohnsonUwe,BierwischManfred,1784
uj1002,0673_101122.xml,letters-leipzig,Brief,"Doherty, Monika","Johnson, Uwe",1969-06-25,1969,6,DohertyMonika,JohnsonUwe,591
uj1003,0669_101118.xml,letters-leipzig,Brief + Postkarte,"Zeibig, Brigitte","Johnson, Uwe + anonymous1 + anonymous2",1969-06-08,1969,6,ZeibigBrigitte,JohnsonUwe+anonymous1+anonymous2,110
uj1004,0662_101110.xml,letters-leipzig,Brief,"Zeibig, Brigitte","Johnson, Uwe + anonymous1",1969-05-02,1969,5,ZeibigBrigitte,JohnsonUwe+anonymous1,264
uj1005,0717_s000234.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1969-11-09,1969,11,JohnsonUwe,BierwischManfred,536
uj1006,0701_101147.xml,letters-leipzig,Brief,"Johnson, Uwe","Baumgärtner, Sabine",1969-09-02,1969,9,JohnsonUwe,BaumgärtnerSabine,83
uj1007,0672_s000217.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1969-06-21,1969,6,JohnsonUwe,BierwischManfred,831
uj1008,0714_101157.xml,letters-leipzig,Brief + Telegramm,"Bierwisch, Manfred","Johnson, Uwe",1969-11-07,1969,11,BierwischManfred,JohnsonUwe,16
uj1009,0683_101131.xml,letters-leipzig,Brief,"Zeibig, Brigitte","Johnson, Uwe + anonymous1",1969-07-20,1969,7,ZeibigBrigitte,JohnsonUwe+anonymous1,628
uj1010,0715_s000237.xml,letters-leipzig,Brief + Telegramm,"Johnson, Uwe","Bierwisch, Manfred",1969-11-07,1969,11,JohnsonUwe,BierwischManfred,20
uj1011,0656_101104.xml,letters-leipzig,Brief,"Doherty, Monika","Johnson, Uwe",1969-02-18,1969,2,DohertyMonika,JohnsonUwe,134
uj1012,0719_s000068.xml,letters-leipzig,Brief,"Johnson, Uwe","Baumgärtner, Klaus + Baumgärtner, Sabine",1969-11-20,1969,11,JohnsonUwe,BaumgärtnerKlaus+BaumgärtnerSabine,431
uj1013,0713_s000235.xml,letters-leipzig,Brief + Postkarte,"Johnson, Uwe","Bierwisch, Manfred",1969-11-06,1969,11,JohnsonUwe,BierwischManfred,37
uj1014,0689_s000252.xml,letters-leipzig,Brief + Postkarte,"Johnson, Uwe","Bierwisch, Manfred",1969-08-03,1969,8,JohnsonUwe,BierwischManfred,15
uj1015,0646_101096.xml,letters-leipzig,Brief,"Bierwisch, Manfred","Johnson, Uwe",1969-01-10,1969,1,BierwischManfred,JohnsonUwe,670
uj1016,0651_101099.xml,letters-leipzig,Brief,"Bierwisch, Manfred","Johnson, Uwe",1969-02-06,1969,2,BierwischManfred,JohnsonUwe,664
uj1017,0650_s000210.xml,letters-leipzig,Brief + Postkarte,"Johnson, Uwe","Bierwisch, Manfred",1969-02-05,1969,2,JohnsonUwe,BierwischManfred,35
uj1018,0659_101108.xml,letters-leipzig,Brief,"Johnson, Uwe","Doherty, Monika",1969-03-20,1969,3,JohnsonUwe,DohertyMonika,416
uj1019,0679_s000223.xml,letters-leipzig,Brief + Postkarte,"Johnson, Uwe","Bierwisch, Manfred",1969-07-15,1969,7,JohnsonUwe,BierwischManfred,59
uj1020,0684_101132.xml,letters-leipzig,Brief,"Bierwisch, Manfred","Johnson, Uwe",1969-07-26,1969,7,BierwischManfred,JohnsonUwe,571
uj1021,0697_s000229.xml,letters-leipzig,Brief + Umschlag,"Johnson, Uwe","Bierwisch, Manfred",1969-08-22,1969,8,JohnsonUwe,BierwischManfred,408
uj1022,0687_s000226.xml,letters-leipzig,Brief + Telegramm,"Johnson, Uwe","Bierwisch, Manfred",1969-07-27,1969,7,JohnsonUwe,BierwischManfred,15
uj1023,0666_101115.xml,letters-leipzig,Brief,"Zeibig, Brigitte","Johnson, Uwe",1969-05-18,1969,5,ZeibigBrigitte,JohnsonUwe,801
uj1024,0720_s000069.xml,letters-leipzig,Brief,"Johnson, Uwe","Baumgärtner, Klaus + Baumgärtner, Sabine",1969-11-21,1969,11,JohnsonUwe,BaumgärtnerKlaus+BaumgärtnerSabine,1078
uj1025,0676_101124.xml,letters-leipzig,Brief + Umschlag,"Bierwisch, Manfred","Johnson, Uwe",1969-06-29,1969,6,BierwischManfred,JohnsonUwe,765
uj1026,0727_101170.xml,letters-leipzig,Brief + Postkarte,"Doherty, Monika","Johnson, Uwe",1969-12-07,1969,12,DohertyMonika,JohnsonUwe,43
uj1027,0652_s000211.xml,letters-leipzig,Brief + Telegramm,"Johnson, Uwe","Bierwisch, Manfred",1969-02-06,1969,2,JohnsonUwe,BierwischManfred,18
uj1028,0648_101097.xml,letters-leipzig,Brief,"Doherty, Monika","Johnson, Uwe",1969-01-17,1969,1,DohertyMonika,JohnsonUwe,237
uj1029,0703_101148.xml,letters-leipzig,Brief,"Johnson, Uwe","Baumgärtner, Klaus",1969-09-17,1969,9,JohnsonUwe,BaumgärtnerKlaus,79
uj1030,0655_s000214.xml,letters-leipzig,Brief + Umschlag,"Johnson, Uwe","Bierwisch, Manfred",1969-02-15,1969,2,JohnsonUwe,BierwischManfred,410
uj1031,0710_s000232.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1969-10-21,1969,10,JohnsonUwe,BierwischManfred,385
uj1032,0693_s000228.xml,letters-leipzig,Brief + Umschlag,"Johnson, Uwe","Bierwisch, Manfred",1969-08-12,1969,8,JohnsonUwe,BierwischManfred,504
uj1033,0696_101141.xml,letters-leipzig,Brief,"Bierwisch, Manfred","Johnson, Uwe",1969-08-16,1969,8,BierwischManfred,JohnsonUwe,293
uj1034,0705_101150.xml,letters-leipzig,Brief,"Bierwisch, Manfred","Johnson, Uwe",1969-09-22,1969,9,BierwischManfred,JohnsonUwe,770
uj1035,0706_101151.xml,letters-leipzig,Brief,"Bierwisch, Manfred","Johnson, Uwe",1969-09-26,1969,9,BierwischManfred,JohnsonUwe,70
uj1036,0680_s000222.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1969-07-18,1969,7,JohnsonUwe,BierwischManfred,62
uj1037,0671_101120.xml,letters-leipzig,Brief,"Bierwisch, Manfred","Johnson, Uwe",1969-06-15,1969,6,BierwischManfred,JohnsonUwe,333
uj1038,0688_101134.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1969-07-29,1969,7,JohnsonUwe,BierwischManfred,438
uj1039,0654_s000213.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1969-02-12,1969,2,JohnsonUwe,BierwischManfred,833
uj1040,0665_s000215.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1969-05-08,1969,5,JohnsonUwe,BierwischManfred,394
uj1041,0690_101135.xml,letters-leipzig,Brief,"Bierwisch, Manfred + Doherty, Monika","Johnson, Uwe",1969-08-03,1969,8,BierwischManfred+DohertyMonika,JohnsonUwe,828
uj1042,0708_101153.xml,letters-leipzig,Brief + Telegramm,"Johnson, Uwe","Bierwisch, Manfred",1969-10-08,1969,10,JohnsonUwe,BierwischManfred,28
uj1043,0674_101123.xml,letters-leipzig,Brief,"Johnson, Uwe","Doherty, Monika",1969-06-25,1969,6,JohnsonUwe,DohertyMonika,457
uj1044,0773_000000.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1969-09-22,1969,9,JohnsonUwe,BierwischManfred,0
uj1045,0668_101117.xml,letters-leipzig,Brief,"Johnson, Uwe","Zeibig, Brigitte",1969-06-04,1969,6,JohnsonUwe,ZeibigBrigitte,492
uj1046,0721_101164.xml,letters-leipzig,Brief,"Johnson, Uwe","Baumgärtner, Sabine",1969-11-22,1969,11,JohnsonUwe,BaumgärtnerSabine,126
uj1047,0675_s000218.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1969-06-27,1969,6,JohnsonUwe,BierwischManfred,1868
uj1048,0681_101128.xml,letters-leipzig,Brief,"Bierwisch, Manfred","Johnson, Uwe",1969-07-18,1969,7,BierwischManfred,JohnsonUwe,821
uj1049,0661_s000239.xml,letters-leipzig,Brief + Postkarte,"Johnson, Uwe","Bierwisch, Manfred",1969-04-30,1969,4,JohnsonUwe,BierwischManfred,80
uj1050,0647_s000207.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1969-01-14,1969,1,JohnsonUwe,BierwischManfred,131
uj1051,0670_s000216.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1969-06-10,1969,6,JohnsonUwe,BierwischManfred,273
uj1052,0694_101139.xml,letters-leipzig,Brief,"Bierwisch, Manfred","Johnson, Uwe",1969-08-15,1969,8,BierwischManfred,JohnsonUwe,584
uj1053,0682_s000224.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1969-07-19,1969,7,JohnsonUwe,BierwischManfred,435
uj1054,0653_101100.xml,letters-leipzig,Brief,"Johnson, Uwe","Zeibig, Brigitte",1969-02-11,1969,2,JohnsonUwe,ZeibigBrigitte,357
uj1055,0667_101116.xml,letters-leipzig,Brief,"Bierwisch, Manfred","Johnson, Uwe",1969-05-30,1969,5,BierwischManfred,JohnsonUwe,830
uj1056,0692_s000227.xml,letters-leipzig,Brief + Telegramm,"Johnson, Uwe","Bierwisch, Manfred",1969-08-07,1969,8,JohnsonUwe,BierwischManfred,32
uj1057,0660_101109.xml,letters-leipzig,Brief,"Bierwisch, Manfred","Johnson, Uwe",1969-03-23,1969,3,BierwischManfred,JohnsonUwe,457
uj1058,0718_101161.xml,letters-leipzig,Brief,"Baumgärtner, Klaus + Baumgärtner, Sabine","Johnson, Uwe",1969-11-10,1969,11,BaumgärtnerKlaus+BaumgärtnerSabine,JohnsonUwe,1485
uj1059,0707_101152.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1969-10-04,1969,10,JohnsonUwe,BierwischManfred,887
uj1060,0716_101158.xml,letters-leipzig,Brief,"Johnson, Uwe","Baumgärtner, Sabine",1969-11-07,1969,11,JohnsonUwe,BaumgärtnerSabine,243
uj1061,0658_101107.xml,letters-leipzig,Brief,"Doherty, Monika","Johnson, Uwe",1969-03-09,1969,3,DohertyMonika,JohnsonUwe,359
uj1062,0722_101165.xml,letters-leipzig,Brief,"Johnson, Uwe","Zeibig, Brigitte",1969-11-24,1969,11,JohnsonUwe,ZeibigBrigitte,148
uj1063,0730_101173.xml,letters-leipzig,Brief + Postkarte,"Bierwisch, Manfred","Johnson, Uwe",1969-12-18,1969,12,BierwischManfred,JohnsonUwe,634
uj1064,0686_s000225.xml,letters-leipzig,Brief + Telegramm,"Johnson, Uwe","Bierwisch, Manfred",1969-07-27,1969,7,JohnsonUwe,BierwischManfred,14
uj1065,0663_101111.xml,letters-leipzig,Brief + Postkarte,"Bierwisch, Manfred","Johnson, Uwe",1969-04-29,1969,4,BierwischManfred,JohnsonUwe,58
uj1066,0501_101454.xml,letters-leipzig,Brief,"Baumgärtner, Klaus","Johnson, Uwe",1964-08-22,1964,8,BaumgärtnerKlaus,JohnsonUwe,163
uj1067,0493_101451.xml,letters-leipzig,Brief,"Baumgärtner, Klaus","Johnson, Uwe",1964-08-11,1964,8,BaumgärtnerKlaus,JohnsonUwe,190
uj1068,0412_s000041.xml,letters-leipzig,Brief,"Johnson, Uwe","Baumgärtner, Klaus",1964-01-01,1964,1,JohnsonUwe,BaumgärtnerKlaus,78
uj1069,0522_101476.xml,letters-leipzig,Brief,"Bierwisch, Manfred","Johnson, Uwe",1964-12-29,1964,12,BierwischManfred,JohnsonUwe,561
uj1070,0461_101420.xml,letters-leipzig,Brief,"Baumgärtner, Sabine","Johnson, Uwe + anonymous1",1964-06-06,1964,6,BaumgärtnerSabine,JohnsonUwe+anonymous1,243
uj1071,0460_101419.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1964-06-04,1964,6,JohnsonUwe,BierwischManfred,664
uj1072,0480_101439.xml,letters-leipzig,Brief,"Baumgärtner, Klaus + Baumgärtner, Sabine","Johnson, Uwe",1964-07-17,1964,7,BaumgärtnerKlaus+BaumgärtnerSabine,JohnsonUwe,270
uj1073,0448_101409.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1964-04-29,1964,4,JohnsonUwe,BierwischManfred,128
uj1074,0508_000060.xml,letters-leipzig,Postkarte,"Johnson, Uwe + anonymous1","Klemm, Eberhardt",1964-09-14,1964,9,JohnsonUwe+anonymous1,KlemmEberhardt,59
uj1075,0438_101400.xml,letters-leipzig,Brief + Postkarte,"Bierwisch, Manfred","Johnson, Uwe",0000-00-00,0,0,BierwischManfred,JohnsonUwe,6
uj1076,0425_101389.xml,letters-leipzig,Dokument + Zeitschriftenaufsatz,"Bierwisch, Manfred","Johnson, Uwe",1964-02-14,1964,2,BierwischManfred,JohnsonUwe,1087
uj1077,0520_101474.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1964-11-29,1964,11,JohnsonUwe,BierwischManfred,133
uj1078,0423_101384.xml,letters-leipzig,Brief,"Baumgärtner, Klaus","Johnson, Uwe",1964-02-12,1964,2,BaumgärtnerKlaus,JohnsonUwe,439
uj1079,0518_101468.xml,letters-leipzig,Brief,"Baumgärtner, Klaus","Johnson, Uwe",1964-11-20,1964,11,BaumgärtnerKlaus,JohnsonUwe,117
uj1080,0442_101402.xml,letters-leipzig,Brief,"Baumgärtner, Klaus + Baumgärtner, Sabine","Johnson, Uwe",1964-04-09,1964,4,BaumgärtnerKlaus+BaumgärtnerSabine,JohnsonUwe,120
uj1081,0509_101460.xml,letters-leipzig,Brief,"Bierwisch, Manfred","Johnson, Uwe",1964-09-20,1964,9,BierwischManfred,JohnsonUwe,156
uj1082,0462_101421.xml,letters-leipzig,Brief,"Baumgärtner, Klaus","Johnson, Uwe + anonymous1",1964-06-06,1964,6,BaumgärtnerKlaus,JohnsonUwe+anonymous1,548
uj1083,0426_101388.xml,letters-leipzig,Brief,"Bierwisch, Manfred","Johnson, Uwe",1964-02-17,1964,2,BierwischManfred,JohnsonUwe,894
uj1084,0440_s000043.xml,letters-leipzig,Brief,"Johnson, Uwe","Baumgärtner, Klaus",1964-03-31,1964,3,JohnsonUwe,BaumgärtnerKlaus,60
uj1085,0419_000018.xml,letters-leipzig,Postkarte,"Johnson, Uwe","Klemm, Eberhardt",1964-01-26,1964,1,JohnsonUwe,KlemmEberhardt,44
uj1086,0506_101458.xml,letters-leipzig,Brief,"Baumgärtner, Klaus","Johnson, Uwe + anonymous1",1964-09-09,1964,9,BaumgärtnerKlaus,JohnsonUwe+anonymous1,688
uj1087,0504_101457.xml,letters-leipzig,Brief + Postkarte,"Baumgärtner, Klaus","Johnson, Uwe",1964-08-29,1964,8,BaumgärtnerKlaus,JohnsonUwe,73
uj1088,0463_101422.xml,letters-leipzig,Brief + Postkarte,"Bierwisch, Manfred","Johnson, Uwe",1964-06-08,1964,6,BierwischManfred,JohnsonUwe,72
uj1089,0437_101398.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1964-03-20,1964,3,JohnsonUwe,BierwischManfred,444
uj1090,0434_101396.xml,letters-leipzig,Brief,"Klemm, Eberhardt","Johnson, Uwe",1964-03-16,1964,3,KlemmEberhardt,JohnsonUwe,179
uj1091,0492_101450.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1964-08-05,1964,8,JohnsonUwe,BierwischManfred,44
uj1092,0511_101462.xml,letters-leipzig,Brief,"Bierwisch, Manfred","Johnson, Uwe",1964-10-02,1964,10,BierwischManfred,JohnsonUwe,762
uj1093,0415_101380.xml,letters-leipzig,Brief,"Bierwisch, Manfred","Johnson, Uwe",1964-01-19,1964,1,BierwischManfred,JohnsonUwe,377
uj1094,0512_101463.xml,letters-leipzig,Brief,"Baumgärtner, Klaus + Baumgärtner, Sabine","Johnson, Uwe",1964-10-06,1964,10,BaumgärtnerKlaus+BaumgärtnerSabine,JohnsonUwe,630
uj1095,0446_101407.xml,letters-leipzig,Brief + Postkarte,"Baumgärtner, Klaus + Baumgärtner, Sabine","Johnson, Uwe",1964-04-26,1964,4,BaumgärtnerKlaus+BaumgärtnerSabine,JohnsonUwe,90
uj1096,0417_000061.xml,letters-leipzig,Postkarte,"Johnson, Uwe","Klemm, Eberhardt",1964-01-24,1964,1,JohnsonUwe,KlemmEberhardt,45
uj1097,0456_101415.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1964-05-27,1964,5,JohnsonUwe,BierwischManfred,1036
uj1098,0513_101464.xml,letters-leipzig,Brief,"Johnson, Uwe","Baumgärtner, Klaus",1964-10-10,1964,10,JohnsonUwe,BaumgärtnerKlaus,86
uj1099,0505_101456.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1964-08-30,1964,8,JohnsonUwe,BierwischManfred,431
uj1100,0447_101408.xml,letters-leipzig,Brief,"Bierwisch, Manfred","Johnson, Uwe",1964-04-28,1964,4,BierwischManfred,JohnsonUwe,593
uj1101,0457_101416.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1964-06-01,1964,6,JohnsonUwe,BierwischManfred,393
uj1102,0444_101405.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1964-04-22,1964,4,JohnsonUwe,BierwischManfred,253
uj1103,0451_000000.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1964-05-17,1964,5,JohnsonUwe,BierwischManfred,0
uj1104,0414_101378.xml,letters-leipzig,Brief,"Baumgärtner, Klaus","Johnson, Uwe",1964-01-04,1964,1,BaumgärtnerKlaus,JohnsonUwe,1683
uj1105,0515_101466.xml,letters-leipzig,Brief,"Baumgärtner, Klaus","Johnson, Uwe",1964-10-22,1964,10,BaumgärtnerKlaus,JohnsonUwe,190
uj1106,0479_101438.xml,letters-leipzig,Brief + Postkarte,"Bierwisch, Manfred","Johnson, Uwe",1964-07-20,1964,7,BierwischManfred,JohnsonUwe,86
uj1107,0521_s000155.xml,letters-leipzig,Brief + Postkarte,"Johnson, Uwe + anonymous1","Bierwisch, Manfred",1964-12-28,1964,12,JohnsonUwe+anonymous1,BierwischManfred,18
uj1108,0428_101391.xml,letters-leipzig,Brief + Postkarte,"Baumgärtner, Klaus","Johnson, Uwe",0000-00-00,0,0,BaumgärtnerKlaus,JohnsonUwe,50
uj1109,0488_000020.xml,letters-leipzig,Brief,"Johnson, Uwe","Klemm, Eberhardt",1964-07-30,1964,7,JohnsonUwe,KlemmEberhardt,939
uj1110,0430_101393.xml,letters-leipzig,Brief,"Klemm, Eberhardt","Johnson, Uwe",1964-02-27,1964,2,KlemmEberhardt,JohnsonUwe,362
uj1111,0424_101387.xml,letters-leipzig,Brief,"Bierwisch, Manfred","Johnson, Uwe",1964-02-14,1964,2,BierwischManfred,JohnsonUwe,1690
uj1112,0487_101447.xml,letters-leipzig,Brief,"Baumgärtner, Klaus","Johnson, Uwe",1964-07-29,1964,7,BaumgärtnerKlaus,JohnsonUwe,168
uj1113,0473_101432.xml,letters-leipzig,Brief,"Bierwisch, Manfred","Johnson, Uwe",1964-07-09,1964,7,BierwischManfred,JohnsonUwe,696
uj1114,0455_101414.xml,letters-leipzig,Brief,"Bierwisch, Manfred","Johnson, Uwe",1964-05-25,1964,5,BierwischManfred,JohnsonUwe,601
uj1115,0486_101444.xml,letters-leipzig,Brief + Zeichnung,"Klemm, Eberhardt","Johnson, Uwe",1964-07-28,1964,7,KlemmEberhardt,JohnsonUwe,699
uj1116,0516_101467.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1964-11-11,1964,11,JohnsonUwe,BierwischManfred,124
uj1117,0465_101424.xml,letters-leipzig,Brief,"Bierwisch, Manfred","Johnson, Uwe",1964-06-15,1964,6,BierwischManfred,JohnsonUwe,387
uj1118,0453_000000.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1964-05-17,1964,5,JohnsonUwe,BierwischManfred,0
uj1119,0477_101436.xml,letters-leipzig,Brief,"Baumgärtner, Klaus","Johnson, Uwe",1964-07-16,1964,7,BaumgärtnerKlaus,JohnsonUwe,137
uj1120,0439_101401.xml,letters-leipzig,Brief,"Baumgärtner, Klaus","Johnson, Uwe",1964-03-29,1964,3,BaumgärtnerKlaus,JohnsonUwe,44
uj1121,0498_101453.xml,letters-leipzig,Brief,"Bierwisch, Manfred","Johnson, Uwe",1964-08-14,1964,8,BierwischManfred,JohnsonUwe,1164
uj1122,0507_s000057.xml,letters-leipzig,Brief,"Johnson, Uwe","Baumgärtner, Klaus",1964-09-12,1964,9,JohnsonUwe,BaumgärtnerKlaus,168
uj1123,0481_s000051.xml,letters-leipzig,Brief,"Johnson, Uwe","Baumgärtner, Klaus",1964-07-20,1964,7,JohnsonUwe,BaumgärtnerKlaus,43
uj1124,0466_101425.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1964-06-17,1964,6,JohnsonUwe,BierwischManfred,957
uj1125,0476_101435.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1964-07-14,1964,7,JohnsonUwe,BierwischManfred,387
uj1126,0510_101461.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1964-09-30,1964,9,JohnsonUwe,BierwischManfred,156
uj1127,0500_103071.xml,letters-leipzig,Brief + Postkarte,"Klemm, Eberhardt + Jäckel, Erika","Johnson, Uwe + anonymous1",1964-08-20,1964,8,KlemmEberhardt+JäckelErika,JohnsonUwe+anonymous1,54
uj1128,0490_101448.xml,letters-leipzig,Brief + Postkarte,"Bierwisch, Manfred","Johnson, Uwe",1964-07-30,1964,7,BierwischManfred,JohnsonUwe,82
uj1129,0459_s000046.xml,letters-leipzig,Brief,"Johnson, Uwe","Baumgärtner, Klaus + Baumgärtner, Sabine",1964-06-04,1964,6,JohnsonUwe,BaumgärtnerKlaus+BaumgärtnerSabine,133
uj1130,0497_000000.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1964-08-13,1964,8,JohnsonUwe,BierwischManfred,0
uj1131,0517_101469.xml,letters-leipzig,Brief,"Bierwisch, Manfred","Johnson, Uwe",1964-11-18,1964,11,BierwischManfred,JohnsonUwe,1012
uj1132,0431_000019.xml,letters-leipzig,Postkarte,"Johnson, Uwe","Klemm, Eberhardt",1964-03-03,1964,3,JohnsonUwe,KlemmEberhardt,51
uj1133,0416_000059.xml,letters-leipzig,Postkarte,"Johnson, Uwe","Klemm, Eberhardt",1964-01-23,1964,1,JohnsonUwe,KlemmEberhardt,49
uj1134,0472_s000048.xml,letters-leipzig,Brief,"Johnson, Uwe","Baumgärtner, Klaus",1964-07-09,1964,7,JohnsonUwe,BaumgärtnerKlaus,178
uj1135,0478_s000050.xml,letters-leipzig,Brief,"Johnson, Uwe","Baumgärtner, Klaus",1964-07-16,1964,7,JohnsonUwe,BaumgärtnerKlaus,72
uj1136,0495_s000055.xml,letters-leipzig,Brief,"Johnson, Uwe","Baumgärtner, Klaus",1964-08-12,1964,8,JohnsonUwe,BaumgärtnerKlaus,350
uj1137,0496_000000.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1964-08-13,1964,8,JohnsonUwe,BierwischManfred,0
uj1138,0454_101412.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1964-05-17,1964,5,JohnsonUwe,BierwischManfred,737
uj1139,0443_s000045.xml,letters-leipzig,Brief,"Johnson, Uwe","Baumgärtner, Klaus",1964-04-19,1964,4,JohnsonUwe,BaumgärtnerKlaus,367
uj1140,0429_101392.xml,letters-leipzig,Brief + Postkarte,"Zeibig, Brigitte","Johnson, Uwe",1964-02-22,1964,2,ZeibigBrigitte,JohnsonUwe,49
uj1141,0499_103073.xml,letters-leipzig,Brief + Postkarte,"Klemm, Eberhardt + Jäckel, Erika","Johnson, Uwe + anonymous1",1964-08-17,1964,8,KlemmEberhardt+JäckelErika,JohnsonUwe+anonymous1,66
uj1142,0452_000000.xml,letters-leipzig,Brief,"Johnson, Uwe","Bierwisch, Manfred",1964-05-17,1964,5,JohnsonUwe,BierwischManfred,0
uj1143,0471_s000047.xml,letters-leipzig,Brief,"Johnson, Uwe","Baumgärtner, Klaus",1964-07-04,1964,7,JohnsonUwe,BaumgärtnerKlaus,131
