year,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1974,0.016870894993955585,0.008075005247261118,0.008658770795727012,0.001737229414453345,0.006821766144127841,0.0140212883920822,0.010148354323639981,0.007976086452442872,0.006932782811738221,0.0025522781460375916,0.026178725934818424,0.00047682558290652134,0.021029543609690095,0.0018220287489306832,0.015179897657583041,0.024112154804165526,0.7298224181783848,0.013865930599645044,0.05794950935203306,0.025768508810376185
1975,0.004934565631018769,0.004245364645722124,0.004684835588353656,0.004306407031619004,0.0027412752245321997,0.00561258054223994,0.012701292332094232,0.0018635855704600198,0.010987587079678616,0.04654324731331957,0.04060082712821223,0.011513906184116487,0.03753828847927077,0.0034982653083545025,0.001407903694017744,0.03671546513020351,0.7621281841620389,0.0019529066829233747,0.00586522062469704,0.00015829164712645373
1976,0.01602943010887455,0.013280121495822342,0.005267124646141012,0.023097215258586382,0.0008221971811976588,0.0036200766441231353,0.0028892875531563705,0.04649539344075554,0.012221579654113105,0.0039734829781074765,0.001721410602572512,0.020539050700357244,0.019668094414658527,0.0018262255690489765,0.0009774052505644882,0.0020847304067115645,0.8056265693063622,0.011724924375272294,0.007506422311477747,0.0006292581020959715
1977,0.009204593247933211,0.02449719506982152,0.03391926460003378,0.009331418563864529,0.005661845252380235,0.0016652362130076528,0.0033652846263857172,0.009219928191262236,0.03094545356038621,0.04320506048802841,0.032827354265608524,0.0004680924670540823,0.010656110372587098,0.00345059085705737,0.003270914966896906,0.01769420966397466,0.7258666516818246,0.0006087896355992424,0.03391065314592319,0.00023135313036990387
1978,0.0006240570287219375,0.0146056828456886,0.1408744702808869,0.0009629587565139,0.000578283912981275,0.0004195619017125289,0.0014974864025943876,0.01661401650227538,0.0031799389954223376,0.008173864411992601,0.030561821996912236,0.03899763698352096,0.02495856455231783,0.0016437751949928336,0.0006603145125178124,0.0006433484864433875,0.7087757842546347,0.0002910291620022696,0.005418222172599188,0.0005191816452680526
1979,0.0047168551128223,0.005819470390981675,0.0031199511502950916,0.0021227619342324084,0.0006763324898760334,0.07133121097491164,0.0034316446814623334,0.0064170384667316255,0.03128368790527221,0.006042732096555825,0.015100772743830466,0.04775458983494681,0.008815821978597684,0.0025127281245745166,0.03117819011307016,0.030281845520661033,0.6996337463395732,0.0003403734279045834,0.029158582554054693,0.00026166415964471893
1980,0.011359411306623254,0.02776172843131684,0.0020061659859470296,0.009011152035501579,0.0030009216091901403,0.012923412980581148,0.00953691662518381,0.0038050135285393055,0.007706891986186566,0.016467483231969286,0.012019214157508241,0.0002758278676726367,0.11793052202308227,0.003282794677708826,0.003383791312054989,0.024154029423145144,0.7226211169830965,0.00017733451745787776,0.00039019082676538305,0.012186080490468374
1981,0.0015461426944524167,0.012457248026797249,0.023568187016381775,0.03969671064223803,0.029435933950849497,0.0005508512747671784,0.0023573870042036585,0.0061493447875307005,0.034385647471172766,0.0120904063702555,0.01545013872348882,0.0077111256900518925,0.09846830189767054,0.001451997007155462,0.00043563648086686666,0.005728823741373467,0.7077540413870187,0.00019200383690017172,0.0004224678699678,0.0001476041268566157
1982,0.004114103716792199,0.002544830581340045,0.007859016338702764,0.005813469179687927,0.021797488546173072,0.015032168773313682,0.0016688109712102639,0.008259359775496473,0.007940351791555974,0.0159644029747298,0.00039511615748364943,0.006738669298598693,0.126106461133692,0.007209124850910511,0.0005265756032469182,0.012114573689611156,0.7130243114344743,0.013082131091987652,0.004795551671367754,0.025013482419624266
1983,0.016304863179532166,0.018512189668631,0.0008414178458484666,0.003141743359489233,0.05134639257780879,0.0004837640348417333,0.0044109611949116004,0.0006054346303579,0.0006994703644048,0.022431045551006067,0.0005712844864295667,0.0005219379866327667,0.06205028612082423,0.0005702451810824,0.0007613570525263667,0.018248004962897066,0.7971677303088827,0.0003355629791269667,0.0007383424171128666,0.00025796609765243333
1984,0.013957040645721999,0.00115673525386075,0.0009675123874379,0.008524622752539351,0.00458111073430565,0.0924638637913498,0.0009095256486218999,0.00069616482172955,0.02156277884021865,0.0008177905064793,0.0006568969509012,0.0006001554043965,0.09225905128729965,0.0006557018956707,0.000875453715674,0.03518268838762885,0.7226014417532969,0.0003858503128651,0.00084899011620935,0.00029662479379205
